Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,geometry
Che Jianxing,3.9,China,furniture retailing,752,54,"Shanghai, China",China,Married,,,TRUE,POINT (121.4692071 31.2322758)
Beatriz Davila de Santo Domingo,3.9,Colombia,beer,752,82,Bermuda,Colombia,Widowed,2,,FALSE,POINT (-64.76035829999999 32.3018217)
Rafael Del Pino,3.9,Spain,construction,752,62,"Madrid, Spain",Spain,Divorced,6,"Master of Business Administration, MIT Sloan School of Management; Bachelor of Arts/Science, Universidad  Politecnica de Madrid",FALSE,POINT (-3.7035825 40.4167047)
Du Weimin,3.9,China,vaccines,752,57,"Shenzhen, China",China,Married,,"Master of Business Administration, Jinan University",TRUE,POINT (114.0543297 22.555454)
Rakesh Gangwal,3.9,United States,airline,752,67,"Miami, Florida",United States,Married,1,"Bachelor of Science in Engineering, Indian Institute of Technology; Master of Business Administration, University of Pennsylvania, The Wharton School",TRUE,POINT (-80.19362 25.7741728)
Paul Gauselmann & family,3.9,Germany,gambling,752,86,"Espelkamp, Germany",Germany,Married,4,,TRUE,POINT (8.6157377 52.3778041)
Jeff Greene,3.9,United States,"real estate, investments",752,66,"Palm Beach, Florida",United States,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Johns Hopkins University",TRUE,POINT (-80.4494174 26.6279798)
Johnelle Hunt,3.9,United States,trucking,752,89,"Fayetteville, Arkansas",United States,Widowed,2,"Drop Out, University of Central Arkansas",TRUE,POINT (-94.1574328 36.0625843)
Jin Baofang,3.9,China,solar energy,752,68,"Xingtai, China",China,Married,,"Associate in Arts/Science, Hebei Broadcast and Television University",TRUE,POINT (114.499746 37.0616519)
Kuan Kam Hon & family,3.9,Malaysia,synthetic gloves,752,73,"Kuala Lumpur, Malaysia",Malaysia,Married,3,,TRUE,POINT (101.6942371 3.1516964)
"Stephen Mandel, Jr.",3.9,United States,hedge funds,752,65,"Greenwich, Connecticut",United States,Married,3,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Harvard University; Diploma, Phillips Academy Exeter",TRUE,POINT (-73.6284598 41.0264862)
Gilles Martin,3.9,France,laboratory services,752,57,"Nantes, France",France,Married,,"Bachelor of Arts/Science, Ecole centrale de Paris; Master, Syracuse University; Ph.D, Syracuse University",TRUE,POINT (-1.5541362 47.2186371)
Masahiro Miki,3.9,Japan,shoes,752,65,"Tokyo, Japan",Japan,Married,,"Bachelor of Arts/Science, Toho Gakuen tanki University",TRUE,POINT (139.7594549 35.6828387)
Dan Olsson,3.9,Sweden,diversified,752,74,"Gothenburg, Sweden",Sweden,Married,,,FALSE,POINT (11.9670171 57.7072326)
Robert Rowling,3.9,United States,"hotels, investments",752,67,"Dallas, Texas",United States,Married,2,"Doctor of Jurisprudence, Southern Methodist University; Bachelor of Arts/Science, The University of Texas at Austin",FALSE,POINT (-96.7968559 32.7762719)
Erik Selin,3.9,Sweden,real estate,752,53,"Göteborg, Sweden",Sweden,Divorced,,,TRUE,POINT (11.9670171 57.7072326)
Mark Shoen,3.9,United States,U-Haul,752,70,"Phoenix, Arizona",United States,Married,1,,FALSE,POINT (-112.0741417 33.4484367)
Ben Silbermann,3.9,United States,Pinterest,752,38,"San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, Yale University",TRUE,POINT (-122.419906 37.7790262)
Maximilian Viessmann,3.9,Germany,heating and cooling equipment,752,,,Germany,,,,FALSE,POINT (10.4234469 51.0834196)
Wang Linpeng,3.9,China,furniture retailing,752,53,"Beijing, China",China,,,,TRUE,POINT (116.3912757 39.906217)
Wu Zhigang & family,3.9,China,bakery chain,752,86,"Shenyang, China",China,Married,3,,TRUE,POINT (123.458674 41.6749893)
Yi Zheng,3.9,China,software,752,50,"Hangzhou, China",China,,,"Bachelor of Arts/Science, Zhejiang University",TRUE,POINT (120.2052342 30.2489634)
Zhang Wenzhong,3.9,China,supermarkets,752,59,"Beijing, China",China,,,,TRUE,POINT (116.3912757 39.906217)
Euisun Chung,3.8,South Korea,Hyundai,775,50,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Korea University; Master of Business Administration, University of San Francisco",FALSE,POINT (126.9782914 37.5666791)
Daniel D'Aniello,3.8,United States,private equity,775,74,"Vienna, Virginia",United States,Married,2,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Syracuse University",TRUE,POINT (-77.2651762 38.9013729)
Oleg Deripaska,3.8,Russia,"aluminum, utilities",775,53,"Moscow, Russia",Russia,Divorced,2,"Bachelor of Arts/Science, Moscow State University",TRUE,POINT (37.6174943 55.7504461)
Sergey Dmitriev,3.8,Russia,computer software,775,55,"Prague, Czechia",Russia,,,"Master of Science, Saint Petersburg State University",TRUE,POINT (14.4212535 50.0874654)
Feng Hailiang,3.8,China,"copper, education",775,60,"Zhuji, China",China,Married,2,"Master of Business Administration, Zhejiang University",TRUE,POINT (120.1805427 29.7296617)
John Gandel,3.8,Australia,shopping malls,775,86,"Melbourne, Australia",Australia,Married,4,"Doctorate, Monash University",FALSE,POINT (144.960964 -37.8077694)
Gao Dekang & family,3.8,China,apparel,775,69,"Changshu, China",China,Married,3,"EMBA, Phoenix International University",TRUE,POINT (120.7480757 31.6572954)
Jaime Gilinski Bacal,3.8,Colombia,banking,775,63,"London, United Kingdom",Colombia,Married,4,"Master of Business Administration, Harvard Business School",FALSE,POINT (-0.1276474 51.5073219)
Sergei Gordeev,3.8,Russia,real estate,775,48,"Moscow, Russia",Russia,Single,,"Bachelor of Arts/Science, Togliatti Academy of Management",TRUE,POINT (37.6174943 55.7504461)
Jeff Green,3.8,United States,online advertising,775,44,"Newbury Park, California",United States,,,,TRUE,POINT (-118.9118302 34.183671)
"Amos Hostetter, Jr.",3.8,United States,cable television,775,84,"Boston, Massachusetts",United States,Married,3,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",TRUE,POINT (-71.0582912 42.3602534)
Kuok Khoon Hong,3.8,Singapore,palm oil,775,71,"Singapore, Singapore",Singapore,Married,4,,FALSE,POINT (103.8194992 1.357107)
Lai Jianping,3.8,China,soy sauce,775,,"Foshan, China",China,,,,TRUE,POINT (113.1146335 23.0247687)
Aerin Lauder,3.8,United States,cosmetics,775,51,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, University of Pennsylvania",FALSE,POINT (-74.00601519999999 40.7127281)
Hans Georg Naeder,3.8,Germany,prosthetics,775,59,"Duderstadt, Germany",Germany,Divorced,2,,FALSE,POINT (10.2610699 51.5123672)
Maren Otto,3.8,Germany,"retail, real estate",775,,"Berlin, Germany",Germany,Widowed,,,FALSE,POINT (13.3888599 52.5170365)
Clive Palmer,3.8,Australia,mining,775,67,"Brisbane, Australia",Australia,Married,3,,TRUE,POINT (153.1113098 -27.5909632)
Karsanbhai Patel,3.8,India,consumer goods,775,77,"Ahmedabad, India",India,Married,3,,TRUE,POINT (72.5797068 23.0216238)
Qiu Jianping & family,3.8,China,hand tools,775,59,"Hangzhou, China",China,Married,,"Master of Science, Xi'an Jiaotong University",TRUE,POINT (120.2052342 30.2489634)
Wolfgang Reimann,3.8,Germany,consumer goods,775,68,"Passau, Germany",Germany,,,,FALSE,POINT (13.4609744 48.5748229)
Matthias Reimann-Andersen,3.8,Germany,consumer goods,775,56,"Munich, Germany",Germany,,,,FALSE,POINT (11.5753822 48.1371079)
Stefan Reimann-Andersen,3.8,Germany,consumer goods,775,57,"Vienna, Austria",Germany,,,,FALSE,POINT (16.3725042 48.2083537)
Renate Reimann-Haas,3.8,Germany,consumer goods,775,69,"Vienna, Austria",Germany,,,,FALSE,POINT (16.3725042 48.2083537)
Dirk Rossmann & family,3.8,Germany,drugstores,775,74,"Lower-Saxony, Germany",Germany,Married,2,,TRUE,POINT (9.075962000000001 52.8398531)
Shaul Shani,3.8,Israel,telecom,775,66,Italy,Israel,,,,TRUE,POINT (12.674297 42.6384261)
Song Fei,3.8,China,machinery,775,54,"Yantai, China",China,Married,,,TRUE,POINT (121.4425255 37.461928)
Donald Sterling,3.8,United States,real estate,775,87,"Beverly Hills, California",United States,Married,3,"Bachelor of Arts/Science, California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School",TRUE,POINT (-118.3963062 34.0696501)
Ivar Tollefsen,3.8,Norway,real estate,775,59,"Oslo, Norway",Norway,,,,TRUE,POINT (10.7389701 59.9133301)
Don Vultaggio & family,3.8,United States,beverages,775,69,"Port Washington, New York",United States,Married,2,"High School Graduate, High School",TRUE,POINT (-73.681282 40.8254914)
Nusli Wadia,3.8,India,consumer goods,775,77,"Mumbai, India",India,Married,2,,FALSE,POINT (72.8773928 19.0759899)
Zhang Jin,3.8,China,commodities,775,49,"Guangzhou, China",China,,,"Master of Arts, Hong Kong Polytechnic University; EMBA, Peking University",TRUE,POINT (113.2592945 23.1301964)
Zhu Gongshan,3.8,China,solar panel materials,775,63,"Shanghai, China",China,Married,2,,TRUE,POINT (121.4692071 31.2322758)
Peter Gilgan,3.7,Canada,homebuilding,807,70,"Oakville, Canada",Canada,Married,8,,TRUE,POINT (-79.66667200000001 43.447436)
Marian Ilitch,3.7,United States,Little Caesars,807,88,"Bingham Farms, Michigan",United States,Widowed,7,"Diploma, High School; High School Graduate, High School",TRUE,POINT (-83.27326429999999 42.515868)
Kong Jian Min,3.7,China,real estate,807,53,"Guangzhou, China",China,,,"Bachelor of Arts/Science, Jinan University",TRUE,POINT (113.2592945 23.1301964)
Li Liangbin,3.7,China,lithium,807,53,"Xinyu, China",China,,,,TRUE,POINT (114.9124505 27.8214162)
Li Yongxin & family,3.7,China,education,807,45,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Peking University",TRUE,POINT (116.3912757 39.906217)
Mary Alice Dorrance Malone,3.7,United States,Campbell Soup,807,71,"Coatesville, Pennsylvania",United States,Divorced,2,"Bachelor of Arts/Science, University of Arizona",FALSE,POINT (-75.8238355 39.9831616)
Michael Milken,3.7,United States,investments,807,74,"Los Angeles, California",United States,Married,3,"Bachelor of Arts/Science, University of California, Berkeley; Master of Business Administration, University of Pennsylvania, The Wharton School",TRUE,POINT (-118.242766 34.0536909)
Ronald Perelman,3.7,United States,leveraged buyouts,807,78,"New York, New York",United States,Married,8,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",TRUE,POINT (-74.00601519999999 40.7127281)
Candido Pinheiro Koren de Lima,3.7,Brazil,"hospitals, health insurance",807,74,"Fortaleza, Brazil",Brazil,Married,2,,TRUE,POINT (-38.5217989 -3.7304512)
J. Joe Ricketts & family,3.7,United States,TD Ameritrade,807,79,"Little Jackson Hole, Wyoming",United States,Married,4,"Bachelor of Arts/Science, Creighton University",TRUE,POINT (-110.4436629 43.684017)
Paolo & Gianfelice Mario Rocca,3.7,Italy,pipe manufacturing,807,,"Buenos Aires, Argentina",Italy,,,"Certificate, Harvard Business School",FALSE,POINT (-58.4370894 -34.6075682)
Jeff Rothschild,3.7,United States,Facebook,807,66,"Palo Alto, California",United States,Married,3,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University",TRUE,POINT (-122.1598465 37.4443293)
David Rubenstein,3.7,United States,private equity,807,71,"Bethesda, Maryland",United States,Divorced,3,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Chicago",TRUE,POINT (-77.0941675 38.9843774)
Maria-Elisabeth Schaeffler-Thumann,3.7,Germany,auto parts,807,79,"Herzogenaurach, Germany",Germany,Married,,,FALSE,POINT (10.8815262 49.5710376)
Steven Spielberg,3.7,United States,movies,807,74,"Pacific Palisades, California",United States,Married,7,"Bachelor of Arts/Science, California State Long Beach",TRUE,POINT (-118.5264706 34.0480643)
Barry Sternlicht,3.7,United States,private equity,807,60,"Miami, Florida",United States,Married,3,"Bachelor of Arts/Science, Brown University",TRUE,POINT (-80.19362 25.7741728)
Mark Stevens,3.7,United States,venture capital,807,61,"Steamboat Springs, Colorado",United States,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Southern California; Master of Science, University of Southern California",TRUE,POINT (-106.8317359 40.4848003)
David Steward,3.7,United States,IT provider,807,69,"St. Louis, Missouri",United States,Married,,"Bachelor of Arts/Science, Central Missouri State University",TRUE,POINT (-90.1998378 38.6264178)
Vincent Viola,3.7,United States,electronic trading,807,65,"New York, New York",United States,Married,3,"Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy",TRUE,POINT (-74.00601519999999 40.7127281)
Todd Wanek,3.7,United States,furniture,807,57,"St. Petersburg, Florida",United States,Married,2,,FALSE,POINT (-82.66950850000001 27.7703796)
Wang Roger,3.7,United States,retail,807,72,"Nanjing, China",United States,Married,2,"Bachelor of Arts/Science, Chinese Culture University; Master of Business Administration, Southeastern Louisiana University",TRUE,POINT (118.7916458 32.0609736)
Russ Weiner,3.7,United States,energy drinks,807,51,"Delray Beach, Florida",United States,Single,,"Bachelor of Arts/Science, San Diego State University",TRUE,POINT (-80.0728201 26.4614625)
Herbert Wertheim,3.7,United States,investments,807,81,"Coral Gables, Florida",United States,Married,,"Associate in Arts/Science, Brevard Community College; Doctorate, Southern College of Optometry",TRUE,POINT (-80.2683838 25.72149)
Xu Shugen,3.7,China,"construction, mining machinery",807,55,"Hangzhou, China",China,,,,TRUE,POINT (120.2052342 30.2489634)
Anil Agarwal & family,3.6,India,"mining, metals",831,67,"London, United Kingdom",India,Married,2,,TRUE,POINT (-0.1276474 51.5073219)
Majid Al Futtaim & family,3.6,United Arab Emirates,"real estate, retail",831,,"Dubai, United Arab Emirates",United Arab Emirates,Married,,,FALSE,POINT (55.1885387 25.0742823)
Leonid Boguslavsky,3.6,Russia,venture capital,831,69,"Moscow, Russia",Russia,Married,4,"Master of Science, Moscow Institute for Transport Engineering",TRUE,POINT (37.6174943 55.7504461)
"Austen Cargill, II.",3.6,United States,Cargill,831,70,"Livingston, Montana",United States,Divorced,2,"Doctorate, Oregon State University; Bachelor of Arts/Science, University of Minnesota; Master of Science, University of Minnesota",FALSE,POINT (-110.52926 45.671445)
"James Cargill, II.",3.6,United States,Cargill,831,72,"Birchwood, Wisconsin",United States,Married,2,,FALSE,POINT (-91.5561191 45.6580886)
Chu Lam Yiu,3.6,Hong Kong,flavorings,831,51,"Hong Kong, Hong Kong",Hong Kong,Married,,,TRUE,POINT (114.1628131 22.2793278)
Steve Conine,3.6,United States,online retail,831,48,"Boston, Massachusetts",United States,Married,3,"Bachelor of Science in Engineering, Cornell University",TRUE,POINT (-71.0582912 42.3602534)
Hu Kaijun,3.6,China,pharmaceuticals,831,59,"Beijing, China",China,,,,TRUE,POINT (116.3912757 39.906217)
S. Curtis Johnson,3.6,United States,cleaning products,831,66,"Racine, Wisconsin",United States,Married,4,"Bachelor of Arts/Science, Cornell University; Master of Business Administration, Kellogg School of Management",FALSE,POINT (-87.7825242 42.7260523)
Helen Johnson-Leipold,3.6,United States,cleaning products,831,64,"Racine, Wisconsin",United States,Married,5,"Bachelor of Arts/Science, Cornell University",FALSE,POINT (-87.7825242 42.7260523)
Daryl Katz,3.6,Canada,pharmacies,831,59,"Edmonton, Canada",Canada,Married,2,"Bachelor of Arts/Science, University of Alberta; Doctor of Jurisprudence, University of Alberta",TRUE,POINT (-113.507996 53.535411)
Peter Kellogg,3.6,United States,investments,831,78,"Short Hills, New Jersey",United States,Married,3,"Bachelor of Arts/Science, Babson College",FALSE,POINT (-74.3254271 40.7478786)
Samuel Tak Lee,3.6,Hong Kong,real estate,831,82,"Hong Kong, Hong Kong",Hong Kong,Married,7,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Massachusetts Institute of Technology",FALSE,POINT (114.1628131 22.2793278)
Li Hongxin & family,3.6,China,paper & related products,831,68,"Yanzhou, China",China,Married,3,,TRUE,POINT (109.4828549 36.5853932)
Marianne Liebmann,3.6,United States,Cargill,831,67,"Bozeman, Montana",United States,Married,2,"Bachelor of Arts/Science, Montana State University",FALSE,POINT (-111.044047 45.6794293)
Winifred J. Marquart,3.6,United States,cleaning products,831,62,"Virginia Beach, Virginia",United States,Married,4,"Drop Out, Cornell University",FALSE,POINT (-75.9774183 36.8529841)
Daniel Och,3.6,United States,hedge funds,831,60,"Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",TRUE,POINT (-80.13530059999999 25.7929198)
Anthony Pritzker,3.6,United States,"hotels, investments",831,60,"Los Angeles, California",United States,Married,6,"Bachelor of Arts/Science, Dartmouth College",FALSE,POINT (-118.242766 34.0536909)
Rodger Riney & family,3.6,United States,discount brokerage,831,75,"St. Louis, Missouri",United States,Married,3,"Bachelor of Arts/Science, University of Missouri; Master of Business Administration, University of Missouri",TRUE,POINT (-90.1998378 38.6264178)
